"Year","University","Unit","Code","Degree","Cutoff","DegreeOnly"
2022,"Politècnica de València","Escuela Politécnica Superior de Gandía",2501355,"Grado en Turismo (Escuela Politécnica Superior de Gandía)",6.72,"Grado en Turismo"
2022,"Politècnica de València","Escuela Politécnica Superior de Gandía",7000537,"Doble grado en Administración y Dirección de Empresas y Gestión Turística (Escuela Politécnica Superior de Gandía)",9.48,"Doble grado en Administración y Dirección de Empresas y Gestión Turística"
2022,"Politècnica de València","Escuela Politécnica Superior de Gandía",7000881,"Doble grado en Comunicación Audiovisual e Ingeniería de Sistemas de Telecomunicación, Sonido e Imagen (Escuela Politécnica Superior de Gandía)",12.54,"Doble grado en Comunicación Audiovisual e Ingeniería de Sistemas de Telecomunicación, Sonido e Imagen"
2022,"Politècnica de València","Facultad de Administración y Dirección de Empresas",2501486,"Grado en Gestión y Administración Pública (Facultad de Administración y Dirección de Empresas)",8.32,"Grado en Gestión y Administración Pública"
2022,"Politècnica de València","Facultad de Administración y Dirección de Empresas",2501651,"Grado en Administración y Dirección de Empresas (Facultad de Administración y Dirección de Empresas)",11.43,"Grado en Administración y Dirección de Empresas"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Informática",7000595,"Doble grado en Administración y Dirección de Empresas e Ingeniería Informática (Escuela Técnica Superior de Ingeniería Informática)",12.06,"Doble grado en Administración y Dirección de Empresas e Ingeniería Informática"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural",7001062,"Doble grado en Administración y Dirección de Empresas y Ciencia y Tecnología de Alimentos (Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural)",11.28,"Doble grado en Administración y Dirección de Empresas y Ciencia y Tecnología de Alimentos"
2022,"Politècnica de València","Escuela Politécnica Superior de Alcoy",2501356,"Grado en Ingeniería en Diseño Industrial y Desarrollo de Productos (Escuela Politécnica Superior de Alcoy)",8.87,"Grado en Ingeniería en Diseño Industrial y Desarrollo de Productos"
2022,"Politècnica de València","Escuela Politécnica Superior de Alcoy",2501655,"Grado en Ingeniería Eléctrica (Escuela Politécnica Superior de Alcoy)",6.53,"Grado en Ingeniería Eléctrica"
2022,"Politècnica de València","Escuela Politécnica Superior de Alcoy",2501661,"Grado en Ingeniería Informática (Escuela Politécnica Superior de Alcoy)",9.33,"Grado en Ingeniería Informática"
2022,"Politècnica de València","Escuela Politécnica Superior de Alcoy",2501662,"Grado en Ingeniería Química (Escuela Politécnica Superior de Alcoy)",9.46,"Grado en Ingeniería Química"
2022,"Politècnica de València","Escuela Politécnica Superior de Alcoy",2502182,"Grado en Ingeniería Mecánica (Escuela Politécnica Superior de Alcoy)",8.36,"Grado en Ingeniería Mecánica"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería de Edificación",2500739,"Grado en Arquitectura Técnica (Escuela Técnica Superior de Ingeniería de Edificación)",8.04,"Grado en Arquitectura Técnica"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería del Diseño",2501356,"Grado en Ingeniería en Diseño Industrial y Desarrollo de Productos (Escuela Técnica Superior de Ingeniería del Diseño)",11.48,"Grado en Ingeniería en Diseño Industrial y Desarrollo de Productos"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería del Diseño",2501653,"Grado en Ingeniería Aeroespacial (Escuela Técnica Superior de Ingeniería del Diseño)",13.24,"Grado en Ingeniería Aeroespacial"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería del Diseño",2501655,"Grado en Ingeniería Eléctrica (Escuela Técnica Superior de Ingeniería del Diseño)",10.43,"Grado en Ingeniería Eléctrica"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería del Diseño",2501656,"Grado en Ingeniería Electrónica Industrial y Automática (Escuela Técnica Superior de Ingeniería del Diseño)",10.79,"Grado en Ingeniería Electrónica Industrial y Automática"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería del Diseño",2502182,"Grado en Ingeniería Mecánica (Escuela Técnica Superior de Ingeniería del Diseño)",11.36,"Grado en Ingeniería Mecánica"
2022,"Politècnica de València","Escuela Técnica Superior de Arquitectura",2503025,"Grado en Fundamentos de la Arquitectura (Escuela Técnica Superior de Arquitectura)",9.63,"Grado en Fundamentos de la Arquitectura"
2022,"Politècnica de València","Escuela Técnica Superior de Arquitectura",2504265,"Grado en Diseño Arquitectónico de Interiores (Escuela Técnica Superior de Arquitectura)",8.77,"Grado en Diseño Arquitectónico de Interiores"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería de Caminos, Canales y Puertos",2502405,"Grado en Ingeniería de Obras Públicas (Escuela Técnica Superior de Ingeniería de Caminos, Canales y Puertos)",5.63,"Grado en Ingeniería de Obras Públicas"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería de Caminos, Canales y Puertos",2502507,"Grado en Ingeniería Civil (Escuela Técnica Superior de Ingeniería de Caminos, Canales y Puertos)",9.97,"Grado en Ingeniería Civil"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Industrial",2501658,"Grado en Ingeniería de Organización Industrial (Escuela Técnica Superior de Ingeniería Industrial)",11.65,"Grado en Ingeniería de Organización Industrial"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Industrial",2501659,"Grado en Ingeniería en Tecnologías Industriales (Escuela Técnica Superior de Ingeniería Industrial)",11.5,"Grado en Ingeniería en Tecnologías Industriales"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Industrial",2501662,"Grado en Ingeniería Química (Escuela Técnica Superior de Ingeniería Industrial)",11.3,"Grado en Ingeniería Química"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Industrial",2502660,"Grado en Ingeniería de la Energía (Escuela Técnica Superior de Ingeniería Industrial)",11.14,"Grado en Ingeniería de la Energía"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Industrial",2502731,"Grado en Ingeniería Biomédica (Escuela Técnica Superior de Ingeniería Industrial)",12.81,"Grado en Ingeniería Biomédica"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería de Telecomunicación",2502407,"Grado en Ingeniería de Tecnologías y Servicios de Telecomunicación (Escuela Técnica Superior de Ingeniería de Telecomunicación)",9.49,"Grado en Ingeniería de Tecnologías y Servicios de Telecomunicación"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería de Telecomunicación",2503930,"Grado en Tecnología Digital y Multimedia (Escuela Técnica Superior de Ingeniería de Telecomunicación)",10.09,"Grado en Tecnología Digital y Multimedia"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería de Telecomunicación",2504322,"Grado en Ingeniería Física (Escuela Técnica Superior de Ingeniería de Telecomunicación)",12.61,"Grado en Ingeniería Física"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería de Telecomunicación",7001059,"Doble grado en Ingeniería de Tecnologías y Servicios de Telecomunicación y Matemáticas (Escuela Técnica Superior de Ingeniería de Telecomunicación)",13.35,"Doble grado en Ingeniería de Tecnologías y Servicios de Telecomunicación y Matemáticas"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería de Telecomunicación",7001060,"Doble grado en Ingeniería Civil y Matemáticas (Escuela Técnica Superior de Ingeniería de Telecomunicación)",12.92,"Doble grado en Ingeniería Civil y Matemáticas"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Geodésica, Cartográfica y Topográfica",2501657,"Grado en Ingeniería en Geomática y Topografía (Escuela Técnica Superior de Ingeniería Geodésica, Cartográfica y Topográfica)",7.61,"Grado en Ingeniería en Geomática y Topografía"
2022,"Politècnica de València","Escuela Politécnica Superior de Gandía",2501663,"Grado en Ingeniería de Sistemas de Telecomunicación, Sonido e Imagen (Escuela Politécnica Superior de Gandía)",7.07,"Grado en Ingeniería de Sistemas de Telecomunicación, Sonido e Imagen"
2022,"Politècnica de València","Escuela Politécnica Superior de Gandía",2503504,"Grado en Tecnologías Interactivas (Escuela Politécnica Superior de Gandía)",7.93,"Grado en Tecnologías Interactivas"
2022,"Politècnica de València","Escuela Politécnica Superior de Gandía",7000970,"Doble grado en Ingeniería Forestal y del Medio Natural y Ciencias Ambientales (Escuela Politécnica Superior de Gandía)",9.14,"Doble grado en Ingeniería Forestal y del Medio Natural y Ciencias Ambientales"
2022,"Politècnica de València","Centro Florida Universitaria",2501656,"Grado en Ingeniería Electrónica Industrial y Automática (Centro Florida Universitaria)",5.12,"Grado en Ingeniería Electrónica Industrial y Automática"
2022,"Politècnica de València","Centro Florida Universitaria",2502182,"Grado en Ingeniería Mecánica (Centro Florida Universitaria)",5.36,"Grado en Ingeniería Mecánica"
2022,"Politècnica de València","Centro Florida Universitaria",2503654,"Grado en Videojuegos y Experiencias Interactivas (Centro Florida Universitaria)",6.96,"Grado en Videojuegos y Experiencias Interactivas"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Informática",2501661,"Grado en Ingeniería Informática (Escuela Técnica Superior de Ingeniería Informática)",10.67,"Grado en Ingeniería Informática"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Informática",2503653,"Grado en Ciencia de Datos (Escuela Técnica Superior de Ingeniería Informática)",12.46,"Grado en Ciencia de Datos"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural",2501654,"Grado en Ingeniería Agroalimentaria y del Medio Rural (Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural)",7.08,"Grado en Ingeniería Agroalimentaria y del Medio Rural"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural",2501660,"Grado en Ingeniería Forestal y del Medio Natural (Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural)",5.78,"Grado en Ingeniería Forestal y del Medio Natural"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural",7000970,"Doble grado en Ingeniería Forestal y del Medio Natural y Ciencias Ambientales (Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural)",9.74,"Doble grado en Ingeniería Forestal y del Medio Natural y Ciencias Ambientales"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural",7001061,"Doble grado en Biotecnología e Ingeniería Agroalimentaria y del Medio Rural (Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural)",12.68,"Doble grado en Biotecnología e Ingeniería Agroalimentaria y del Medio Rural"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural",7001126,"Doble grado en Ingeniería Agroalimentaria y del Medio Rural y Ciencia y Tecnología de Alimentos (Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural)",10.19,"Doble grado en Ingeniería Agroalimentaria y del Medio Rural y Ciencia y Tecnología de Alimentos"
2022,"Politècnica de València","Centro Universitario EDEM",2503160,"Grado en Ingeniería para la Empresa (Centro Universitario EDEM)",5.43,"Grado en Ingeniería para la Empresa"
2022,"Politècnica de València","Facultad de Bellas Artes San Carlos",2501484,"Grado en Bellas Artes (Facultad de Bellas Artes San Carlos)",10.57,"Grado en Bellas Artes"
2022,"Politècnica de València","Facultad de Bellas Artes San Carlos",2501485,"Grado en Conservación y Restauración de Bienes Culturales (Facultad de Bellas Artes San Carlos)",9.07,"Grado en Conservación y Restauración de Bienes Culturales"
2022,"Politècnica de València","Facultad de Bellas Artes San Carlos",2503349,"Grado en Diseño y Tecnologías Creativas (Facultad de Bellas Artes San Carlos)",12.2,"Grado en Diseño y Tecnologías Creativas"
2022,"Politècnica de València","Escuela Politécnica Superior de Gandía",2500801,"Grado en Ciencias Ambientales (Escuela Politécnica Superior de Gandía)",8.33,"Grado en Ciencias Ambientales"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural",2501649,"Grado en Biotecnología (Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural)",12.91,"Grado en Biotecnología"
2022,"Politècnica de València","Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural",2501650,"Grado en Ciencia y Tecnología de los Alimentos (Escuela Técnica Superior de Ingeniería Agronómica y del Medio Natural)",10.07,"Grado en Ciencia y Tecnología de los Alimentos"
2022,"València (Estudi General)","Facultat de Magisteri",2500876,"Grado en Maestro/a en Educación Infantil (Facultat de Magisteri)",8.95,"Grado en Maestro/a en Educación Infantil"
2022,"València (Estudi General)","Facultat de Magisteri",2500876,"Grado en Maestro/a en Educación Infantil (Facultat de Magisteri)",9.75,"Grado en Maestro/a en Educación Infantil"
2022,"València (Estudi General)","Facultat de Magisteri",2500877,"Grado en Maestro/a en Educación Primaria (Facultat de Magisteri)",10.22,"Grado en Maestro/a en Educación Primaria"
2022,"València (Estudi General)","Facultad de Derecho",2501493,"Grado en Criminología (Facultad de Derecho)",11.1,"Grado en Criminología"
2022,"València (Estudi General)","Facultad de Derecho",2501684,"Grado en Derecho (Facultad de Derecho)",9.93,"Grado en Derecho"
2022,"València (Estudi General)","Facultad de Derecho",2502260,"Grado en Ciencias Políticas y de la Administración Pública (Facultad de Derecho)",9.17,"Grado en Ciencias Políticas y de la Administración Pública"
2022,"València (Estudi General)","Facultad de Derecho",7000233,"Doble grado en Administración y Dirección de Empresas y Derecho (Facultad de Derecho)",12.37,"Doble grado en Administración y Dirección de Empresas y Derecho"
2022,"València (Estudi General)","Facultad de Derecho",7000235,"Doble grado en Derecho y Ciencias Políticas y de la Administración Pública (Facultad de Derecho)",12.49,"Doble grado en Derecho y Ciencias Políticas y de la Administración Pública"
2022,"València (Estudi General)","Facultad de Derecho",7000236,"Doble grado en Derecho y Criminología (Facultad de Derecho)",12.16,"Doble grado en Derecho y Criminología"
2022,"València (Estudi General)","Facultad de Geografía e Historia",2500977,"Grado en Información y Documentación (Facultad de Geografía e Historia)",5.07,"Grado en Información y Documentación"
2022,"València (Estudi General)","Facultad de Geografía e Historia",2502508,"Grado en Geografía y Medio Ambiente (Facultad de Geografía e Historia)",6,"Grado en Geografía y Medio Ambiente"
2022,"València (Estudi General)","Facultad de Filosofía y Ciencias de la Educación",2500878,"Grado en Educación Social (Facultad de Filosofía y Ciencias de la Educación)",9.39,"Grado en Educación Social"
2022,"València (Estudi General)","Facultad de Filosofía y Ciencias de la Educación",2500879,"Grado en Pedagogía (Facultad de Filosofía y Ciencias de la Educación)",9.19,"Grado en Pedagogía"
2022,"València (Estudi General)","Facultad de Filología, Traducción y Comunicación",2500763,"Grado en Comunicación Audiovisual (Facultad de Filología, Traducción y Comunicación)",10.86,"Grado en Comunicación Audiovisual"
2022,"València (Estudi General)","Facultad de Filología, Traducción y Comunicación",2500880,"Grado en Periodismo (Facultad de Filología, Traducción y Comunicación)",11.2,"Grado en Periodismo"
2022,"València (Estudi General)","Facultad de Ciencias de la Actividad Física y el Deporte",2500764,"Grado en Ciencias de la Actividad Física y del Deporte (Facultad de Ciencias de la Actividad Física y el Deporte)",10.73,"Grado en Ciencias de la Actividad Física y del Deporte"
2022,"València (Estudi General)","Facultad de Ciencias de la Actividad Física y el Deporte",2500764,"Grado en Ciencias de la Actividad Física y del Deporte (Facultad de Ciencias de la Actividad Física y el Deporte)",11.35,"Grado en Ciencias de la Actividad Física y del Deporte"
2022,"València (Estudi General)","Centro Florida Universitaria",2500876,"Grado en Maestro/a en Educación Infantil (Centro Florida Universitaria)",6.64,"Grado en Maestro/a en Educación Infantil"
2022,"València (Estudi General)","Centro Florida Universitaria",2500877,"Grado en Maestro/a en Educación Primaria (Centro Florida Universitaria)",7.38,"Grado en Maestro/a en Educación Primaria"
2022,"València (Estudi General)","Centro Florida Universitaria",2501492,"Grado en Administración y Dirección de Empresas (Centro Florida Universitaria)",6.74,"Grado en Administración y Dirección de Empresas"
2022,"València (Estudi General)","Facultad de Ciencias Sociales",2500765,"Grado en Trabajo Social (Facultad de Ciencias Sociales)",8.85,"Grado en Trabajo Social"
2022,"València (Estudi General)","Facultad de Ciencias Sociales",2500881,"Grado en Relaciones Laborales y Recursos Humanos (Facultad de Ciencias Sociales)",8.35,"Grado en Relaciones Laborales y Recursos Humanos"
2022,"València (Estudi General)","Facultad de Ciencias Sociales",2501408,"Grado en Sociología (Facultad de Ciencias Sociales)",8.66,"Grado en Sociología"
2022,"València (Estudi General)","Facultad de Ciencias Sociales",7000238,"Doble grado en Sociología y Ciencias Políticas y de la Administración Pública (Facultad de Ciencias Sociales)",10.42,"Doble grado en Sociología y Ciencias Políticas y de la Administración Pública"
2022,"València (Estudi General)","Facultad de Economía",2501407,"Grado en Economía (Facultad de Economía)",9.92,"Grado en Economía"
2022,"València (Estudi General)","Facultad de Economía",2501409,"Grado en Turismo (Facultad de Economía)",8.32,"Grado en Turismo"
2022,"València (Estudi General)","Facultad de Economía",2501492,"Grado en Administración y Dirección de Empresas (Facultad de Economía)",10.07,"Grado en Administración y Dirección de Empresas"
2022,"València (Estudi General)","Facultad de Economía",2501492,"Grado en Administración y Dirección de Empresas (Facultad de Economía)",7.77,"Grado en Administración y Dirección de Empresas"
2022,"València (Estudi General)","Facultad de Economía",2501494,"Grado en Finanzas y Contabilidad (Facultad de Economía)",9.56,"Grado en Finanzas y Contabilidad"
2022,"València (Estudi General)","Facultad de Economía",2501495,"Grado en Negocios Internacionales\ International Business (Facultad de Economía)",12.74,"Grado en Negocios Internacionales\ International Business"
2022,"València (Estudi General)","Facultad de Economía",2503885,"Grado en Inteligencia y Analítica de Negocios / BIA (Facultad de Economía)",12.31,"Grado en Inteligencia y Analítica de Negocios / BIA"
2022,"València (Estudi General)","Facultad de Economía",7000555,"Doble grado en Turismo y Administración y Dirección de Empresas (Facultad de Economía)",10.89,"Doble grado en Turismo y Administración y Dirección de Empresas"
2022,"València (Estudi General)","Facultad de Economía",7001125,"Doble grado en Derecho y Economía (Facultad de Economía)",12.29,"Doble grado en Derecho y Economía"
2022,"València (Estudi General)","Centro Universitario EDEM",2501492,"Grado en Administración y Dirección de Empresas (Centro Universitario EDEM)",5.38,"Grado en Administración y Dirección de Empresas"
2022,"València (Estudi General)","Escuela Técnica Superior de Ingeniería",2501410,"Grado en Ingeniería Electrónica de Telecomunicación (Escuela Técnica Superior de Ingeniería)",8.07,"Grado en Ingeniería Electrónica de Telecomunicación"
2022,"València (Estudi General)","Escuela Técnica Superior de Ingeniería",2501411,"Grado en Ingeniería Electrónica Industrial (Escuela Técnica Superior de Ingeniería)",9.11,"Grado en Ingeniería Electrónica Industrial"
2022,"València (Estudi General)","Escuela Técnica Superior de Ingeniería",2501412,"Grado en Ingeniería Informática (Escuela Técnica Superior de Ingeniería)",10.39,"Grado en Ingeniería Informática"
2022,"València (Estudi General)","Escuela Técnica Superior de Ingeniería",2501413,"Grado en Ingeniería Química (Escuela Técnica Superior de Ingeniería)",10.66,"Grado en Ingeniería Química"
2022,"València (Estudi General)","Escuela Técnica Superior de Ingeniería",2501414,"Grado en Ingeniería Multimedia (Escuela Técnica Superior de Ingeniería)",9.35,"Grado en Ingeniería Multimedia"
2022,"València (Estudi General)","Escuela Técnica Superior de Ingeniería",2501532,"Grado en Ingeniería Telemática (Escuela Técnica Superior de Ingeniería)",7.54,"Grado en Ingeniería Telemática"
2022,"València (Estudi General)","Escuela Técnica Superior de Ingeniería",2503664,"Grado en Ciencia de Datos (Escuela Técnica Superior de Ingeniería)",11.41,"Grado en Ciencia de Datos"
2022,"València (Estudi General)","Facultad de Geografía e Historia",2500761,"Grado en Historia (Facultad de Geografía e Historia)",7.67,"Grado en Historia"
2022,"València (Estudi General)","Facultad de Geografía e Historia",2500762,"Grado en Historia del Arte (Facultad de Geografía e Historia)",7.96,"Grado en Historia del Arte"
2022,"València (Estudi General)","Facultad de Filosofía y Ciencias de la Educación",2500760,"Grado en Filosofía (Facultad de Filosofía y Ciencias de la Educación)",7.98,"Grado en Filosofía"
2022,"València (Estudi General)","Facultad de Filología, Traducción y Comunicación",2501401,"Grado en Estudios Hispánicos, Lengua Española y sus Literaturas (Facultad de Filología, Traducción y Comunicación)",9.52,"Grado en Estudios Hispánicos, Lengua Española y sus Literaturas"
2022,"València (Estudi General)","Facultad de Filología, Traducción y Comunicación",2501402,"Grado en Estudios Ingleses (Facultad de Filología, Traducción y Comunicación)",9.57,"Grado en Estudios Ingleses"
2022,"València (Estudi General)","Facultad de Filología, Traducción y Comunicación",2501403,"Grado en Filología Catalana (Facultad de Filología, Traducción y Comunicación)",8.51,"Grado en Filología Catalana"
2022,"València (Estudi General)","Facultad de Filología, Traducción y Comunicación",2501404,"Grado en Filología Clásica (Facultad de Filología, Traducción y Comunicación)",9.6,"Grado en Filología Clásica"
2022,"València (Estudi General)","Facultad de Filología, Traducción y Comunicación",2501405,"Grado en Lenguas Modernas y sus Literaturas (Facultad de Filología, Traducción y Comunicación)",7.09,"Grado en Lenguas Modernas y sus Literaturas"
2022,"València (Estudi General)","Facultad de Filología, Traducción y Comunicación",2501406,"Grado en Traducción y Mediación Interlingüística (Facultad de Filología, Traducción y Comunicación)",8.94,"Grado en Traducción y Mediación Interlingüística"
2022,"València (Estudi General)","Facultat d'Infermeria i Podologia",2502255,"Grado en Enfermería (Facultat d'Infermeria i Podologia)",12.17,"Grado en Enfermería"
2022,"València (Estudi General)","Facultat d'Infermeria i Podologia",2502255,"Grado en Enfermería (Facultat d'Infermeria i Podologia)",12.51,"Grado en Enfermería"
2022,"València (Estudi General)","Facultat d'Infermeria i Podologia",2502259,"Grado en Podología (Facultat d'Infermeria i Podologia)",11.08,"Grado en Podología"
2022,"València (Estudi General)","Facultad de Medicina y Odontología",2502256,"Grado en Medicina (Facultad de Medicina y Odontología)",13.43,"Grado en Medicina"
2022,"València (Estudi General)","Facultad de Medicina y Odontología",2502257,"Grado en Odontología (Facultad de Medicina y Odontología)",13.1,"Grado en Odontología"
2022,"València (Estudi General)","Facultad de Farmacia",2500767,"Grado en Farmacia (Facultad de Farmacia)",12.19,"Grado en Farmacia"
2022,"València (Estudi General)","Facultad de Farmacia",2500884,"Grado en Ciencia y Tecnología de los Alimentos (Facultad de Farmacia)",10.06,"Grado en Ciencia y Tecnología de los Alimentos"
2022,"València (Estudi General)","Facultad de Farmacia",2500885,"Grado en Nutrición Humana y Dietética (Facultad de Farmacia)",11,"Grado en Nutrición Humana y Dietética"
2022,"València (Estudi General)","Facultad de Farmacia",7000392,"Doble grado en Farmacia y Nutrición Humana y Dietética (Facultad de Farmacia)",12.97,"Doble grado en Farmacia y Nutrición Humana y Dietética"
2022,"València (Estudi General)","Escuela Universitaria de Enfermería La Fe",2502255,"Grado en Enfermería (Escuela Universitaria de Enfermería La Fe)",12.94,"Grado en Enfermería"
2022,"València (Estudi General)","Facultad de Física",2502258,"Grado en Óptica y Optometría (Facultad de Física)",11.01,"Grado en Óptica y Optometría"
2022,"València (Estudi General)","Facultat de Fisioteràpia",2500768,"Grado en Fisioterapia (Facultat de Fisioteràpia)",12.05,"Grado en Fisioterapia"
2022,"València (Estudi General)","Facultad de Psicología y Logopedia",2500976,"Grado en Psicología (Facultad de Psicología y Logopedia)",10.51,"Grado en Psicología"
2022,"València (Estudi General)","Facultad de Psicología y Logopedia",2501685,"Grado en Logopedia (Facultad de Psicología y Logopedia)",9.29,"Grado en Logopedia"
2022,"València (Estudi General)","Facultad de Farmacia",2503186,"Grado en Ciencias Gastronómicas (Facultad de Farmacia)",8.55,"Grado en Ciencias Gastronómicas"
2022,"València (Estudi General)","Facultad de Química",2502254,"Grado en Química (Facultad de Química)",11.38,"Grado en Química"
2022,"València (Estudi General)","Facultad de Ciencias Matemáticas",2502253,"Grado en Matemáticas (Facultad de Ciencias Matemáticas)",12.83,"Grado en Matemáticas"
2022,"València (Estudi General)","Facultad de Ciencias Matemáticas",7001080,"Doble grado en Física y Matemáticas (Facultad de Ciencias Matemáticas)",13.61,"Doble grado en Física y Matemáticas"
2022,"València (Estudi General)","Facultad de Física",2502252,"Grado en Física (Facultad de Física)",13.09,"Grado en Física"
2022,"València (Estudi General)","Facultad de Física",7001081,"Doble grado en Física y Química (Facultad de Física)",13.22,"Doble grado en Física y Química"
2022,"València (Estudi General)","Facultad de Ciencias Biológicas",2500766,"Grado en Ciencias Ambientales (Facultad de Ciencias Biológicas)",9.86,"Grado en Ciencias Ambientales"
2022,"València (Estudi General)","Facultad de Ciencias Biológicas",2500882,"Grado en Biología (Facultad de Ciencias Biológicas)",12.06,"Grado en Biología"
2022,"València (Estudi General)","Facultad de Ciencias Biológicas",2500883,"Grado en Bioquímica y Ciencias Biomédicas (Facultad de Ciencias Biológicas)",13.3,"Grado en Bioquímica y Ciencias Biomédicas"
2022,"València (Estudi General)","Facultad de Ciencias Biológicas",2501308,"Grado en Biotecnología (Facultad de Ciencias Biológicas)",12.74,"Grado en Biotecnología"
2022,"Extremadura","Centro Universitario Santa Ana",2500775,"Grado en Trabajo Social (Centro Universitario Santa Ana)",7.07,"Grado en Trabajo Social"
2022,"Extremadura","Centro Universitario Santa Ana",2500926,"Grado en Educación Primaria (Centro Universitario Santa Ana)",10.711,"Grado en Educación Primaria"
2022,"Extremadura","Centro Universitario Santa Ana",2500984,"Grado en Educación Infantil (Centro Universitario Santa Ana)",11.658,"Grado en Educación Infantil"
2022,"Extremadura","Centro Universitario Santa Ana",7001076,"Doble grado en Educación Infantil y Educación Primaria (Centro Universitario Santa Ana)",6.906,"Doble grado en Educación Infantil y Educación Primaria"
2022,"Extremadura","Facultad de Educación",2500926,"Grado en Educación Primaria (Facultad de Educación)",5.046,"Grado en Educación Primaria"
2022,"Extremadura","Facultad de Educación",2500984,"Grado en Educación Infantil (Facultad de Educación)",5.71,"Grado en Educación Infantil"
2022,"Extremadura","Facultad de Educación",2503030,"Grado en Psicología (Facultad de Educación)",11.031,"Grado en Psicología"
2022,"Extremadura","Facultad de Ciencias Económicas y Empresariales",2500835,"Grado en Administración y Dirección de Empresas (Facultad de Ciencias Económicas y Empresariales)",5.259,"Grado en Administración y Dirección de Empresas"
2022,"Extremadura","Facultad de Ciencias Económicas y Empresariales",2500836,"Grado en Relaciones Laborales y Recursos Humanos (Facultad de Ciencias Económicas y Empresariales)",6.23,"Grado en Relaciones Laborales y Recursos Humanos"
2022,"Extremadura","Facultad de Ciencias Económicas y Empresariales",2500837,"Grado en Economía (Facultad de Ciencias Económicas y Empresariales)",5.986,"Grado en Economía"
2022,"Extremadura","Facultad de Ciencias Económicas y Empresariales",7000062,"Doble grado en Administración y Dirección de Empresas y Derecho (Facultad de Ciencias Económicas y Empresariales)",7.42,"Doble grado en Administración y Dirección de Empresas y Derecho"
2022,"Extremadura","Facultad de Ciencias Económicas y Empresariales",7000063,"Doble grado en Administración y Dirección de Empresas y Economía (Facultad de Ciencias Económicas y Empresariales)",7.77,"Doble grado en Administración y Dirección de Empresas y Economía"
2022,"Extremadura","Facultad de Ciencias Económicas y Empresariales",7000064,"Doble grado en Administración y Dirección de Empresas y Ciencias del Trabajo (Facultad de Ciencias Económicas y Empresariales)",7.964,"Doble grado en Administración y Dirección de Empresas y Ciencias del Trabajo"
2022,"Extremadura","Facultad de Ciencias de la  Documentación y la Comunicación",2500318,"Grado en Comunicación Audiovisual (Facultad de Ciencias de la  Documentación y la Comunicación)",6.08,"Grado en Comunicación Audiovisual"
2022,"Extremadura","Facultad de Ciencias de la  Documentación y la Comunicación",2502187,"Grado en Información y Documentación (Facultad de Ciencias de la  Documentación y la Comunicación)",5.835,"Grado en Información y Documentación"
2022,"Extremadura","Facultad de Ciencias de la  Documentación y la Comunicación",2503853,"Grado en Periodismo (Facultad de Ciencias de la  Documentación y la Comunicación)",8.823,"Grado en Periodismo"
2022,"Extremadura","Facultad de Ciencias de la  Documentación y la Comunicación",7000363,"Doble grado en Información y Documentación y Comunicación Audiovisual (Facultad de Ciencias de la  Documentación y la Comunicación)",6.585,"Doble grado en Información y Documentación y Comunicación Audiovisual"
