"Year","University","Unit","Code","Degree","Cutoff","DegreeOnly"
2016,"Salamanca","Escuela Politécnica Superior de Zamora",2502284,"Grado en Ingeniería Informática en Sistemas de Información (Escuela Politécnica Superior de Zamora)",5,"Grado en Ingeniería Informática en Sistemas de Información"
2016,"Salamanca","Escuela Politécnica Superior de Zamora",2502285,"Grado en Ingeniería Mecánica (Escuela Politécnica Superior de Zamora)",5,"Grado en Ingeniería Mecánica"
2016,"Salamanca","Escuela Politécnica Superior de Zamora",2502921,"Grado en Ingeniería de Materiales (Escuela Politécnica Superior de Zamora)",5,"Grado en Ingeniería de Materiales"
2016,"Salamanca","Escuela Politécnica Superior de Zamora",7000638,"Doble grado en Ingeniería de Materiales e Ingeniería Mecánica (Escuela Politécnica Superior de Zamora)",5,"Doble grado en Ingeniería de Materiales e Ingeniería Mecánica"
2016,"Salamanca","Facultad de Filosofía",2500751,"Grado en Filosofía (Facultad de Filosofía)",5,"Grado en Filosofía"
2016,"Salamanca","Facultad de Filología",2500744,"Grado en Estudios Alemanes (Facultad de Filología)",5,"Grado en Estudios Alemanes"
2016,"Salamanca","Facultad de Filología",2500745,"Grado en Estudios Árabes e Islámicos (Facultad de Filología)",5,"Grado en Estudios Árabes e Islámicos"
2016,"Salamanca","Facultad de Filología",2500746,"Grado en Estudios Franceses (Facultad de Filología)",5,"Grado en Estudios Franceses"
2016,"Salamanca","Facultad de Filología",2500747,"Grado en Estudios Ingleses (Facultad de Filología)",5,"Grado en Estudios Ingleses"
2016,"Salamanca","Facultad de Filología",2500748,"Grado en Estudios Portugueses y Brasileños (Facultad de Filología)",5,"Grado en Estudios Portugueses y Brasileños"
2016,"Salamanca","Facultad de Filología",2500749,"Grado en Filología Clásica (Facultad de Filología)",5,"Grado en Filología Clásica"
2016,"Salamanca","Facultad de Filología",2500750,"Grado en Filología Hispánica (Facultad de Filología)",5,"Grado en Filología Hispánica"
2016,"Salamanca","Facultad de Filología",2500754,"Grado en Lenguas, Literaturas y Culturas Románicas (Facultad de Filología)",5,"Grado en Lenguas, Literaturas y Culturas Románicas"
2016,"Salamanca","Facultad de Filología",2500873,"Grado en Estudios Hebreos y Arameos (Facultad de Filología)",5,"Grado en Estudios Hebreos y Arameos"
2016,"Salamanca","Facultad de Filología",2500874,"Grado en Estudios Italianos (Facultad de Filología)",5,"Grado en Estudios Italianos"
2016,"Salamanca","Facultad de Filología",2503203,"Grado en Estudios de Asia Oriental (Facultad de Filología)",5,"Grado en Estudios de Asia Oriental"
2016,"Salamanca","Facultad de Geografía e Historia",2500752,"Grado en Geografía (Facultad de Geografía e Historia)",5,"Grado en Geografía"
2016,"Salamanca","Facultad de Geografía e Historia",2500753,"Grado en Historia y Ciencias de la Música (Facultad de Geografía e Historia)",5,"Grado en Historia y Ciencias de la Música"
2016,"Salamanca","Facultad de Geografía e Historia",2500875,"Grado en Historia (Facultad de Geografía e Historia)",5,"Grado en Historia"
2016,"Salamanca","Facultad de Geografía e Historia",2500997,"Grado en Historia del Arte (Facultad de Geografía e Historia)",5,"Grado en Historia del Arte"
2016,"Salamanca","Facultad de Geografía e Historia",2502015,"Grado en Humanidades (Facultad de Geografía e Historia)",5,"Grado en Humanidades"
2016,"Salamanca","Facultad de Bellas Artes",2502014,"Grado en Bellas Artes (Facultad de Bellas Artes)",5,"Grado en Bellas Artes"
2016,"Salamanca","Facultad de Traducción y Documentación",2500807,"Grado en Traducción e Interpretación (Facultad de Traducción y Documentación)",5,"Grado en Traducción e Interpretación"
2016,"Salamanca","Facultad de Traducción y Documentación",7000640,"Doble grado en Traducción e Interpretación y Derecho (Facultad de Traducción y Documentación)",6.915,"Doble grado en Traducción e Interpretación y Derecho"
2016,"Salamanca","Escuela Universitaria de Enfermería de Ávila",2502043,"Grado en Enfermería (Escuela Universitaria de Enfermería de Ávila)",9.067,"Grado en Enfermería"
2016,"Salamanca","Escuela Universitaria de Enfermería y Fisioterapia",2502043,"Grado en Enfermería (Escuela Universitaria de Enfermería y Fisioterapia)",10.172,"Grado en Enfermería"
2016,"Salamanca","Escuela Universitaria de Enfermería y Fisioterapia",2502044,"Grado en Fisioterapia (Escuela Universitaria de Enfermería y Fisioterapia)",11.42,"Grado en Fisioterapia"
2016,"Salamanca","Facultad de Farmacia",2500063,"Grado en Farmacia (Facultad de Farmacia)",8.696,"Grado en Farmacia"
2016,"Salamanca","Facultad de Medicina",2502052,"Grado en Medicina (Facultad de Medicina)",12.241,"Grado en Medicina"
2016,"Salamanca","Facultad de Medicina",2502053,"Grado en Odontología (Facultad de Medicina)",11.906,"Grado en Odontología"
2016,"Salamanca","Facultad de Psicología",2502055,"Grado en Psicología (Facultad de Psicología)",7.706,"Grado en Psicología"
2016,"Salamanca","Facultad de Psicología",2502056,"Grado en Terapia Ocupacional (Facultad de Psicología)",7.204,"Grado en Terapia Ocupacional"
2016,"Salamanca","Escuela Universitaria de Enfermería SACYL",2502043,"Grado en Enfermería (Escuela Universitaria de Enfermería SACYL)",8.136,"Grado en Enfermería"
2016,"Salamanca","Facultad de Ciencias",2500061,"Grado en Matemáticas (Facultad de Ciencias)",6.658,"Grado en Matemáticas"
2016,"Salamanca","Facultad de Ciencias",2500459,"Grado en Física (Facultad de Ciencias)",6.724,"Grado en Física"
2016,"Salamanca","Facultad de Ciencias",2500755,"Grado en Estadística (Facultad de Ciencias)",5,"Grado en Estadística"
2016,"Salamanca","Facultad de Ciencias",2502426,"Grado en Geología (Facultad de Ciencias)",5,"Grado en Geología"
2016,"Salamanca","Facultad de Biología",2500457,"Grado en Biología (Facultad de Biología)",7.25,"Grado en Biología"
2016,"Salamanca","Facultad de Biología",2500458,"Grado en Biotecnología (Facultad de Biología)",12.136,"Grado en Biotecnología"
2016,"Salamanca","Facultad de Ciencias Químicas",2502431,"Grado en Química (Facultad de Ciencias Químicas)",5,"Grado en Química"
2016,"Salamanca","Facultad de Ciencias Agrarias y Ambientales",2501678,"Grado en Ciencias Ambientales (Facultad de Ciencias Agrarias y Ambientales)",5,"Grado en Ciencias Ambientales"
2016,"Valladolid","Facultad de Ciencias del Trabajo",2501420,"Grado en Relaciones Laborales y Recursos Humanos (Facultad de Ciencias del Trabajo)",5,"Grado en Relaciones Laborales y Recursos Humanos"
2016,"Valladolid","Facultad de Educación de Palencia",2500463,"Grado en Educación Social (Facultad de Educación de Palencia)",5,"Grado en Educación Social"
2016,"Valladolid","Facultad de Educación de Palencia",2500464,"Grado en Educación Infantil (Facultad de Educación de Palencia)",5,"Grado en Educación Infantil"
2016,"Valladolid","Facultad de Educación de Palencia",2500465,"Grado en Educación Primaria (Facultad de Educación de Palencia)",5,"Grado en Educación Primaria"
2016,"Valladolid","Facultad de Educación de Palencia",7000517,"Doble grado en Educación Primaria/Grado en Educación Infantil (Facultad de Educación de Palencia)",5,"Doble grado en Educación Primaria/Grado en Educación Infantil"
2016,"Valladolid","Facultad de Ciencias Sociales, Jurídicas y de la Comunicación",2501420,"Grado en Relaciones Laborales y Recursos Humanos (Facultad de Ciencias Sociales, Jurídicas y de la Comunicación)",5,"Grado en Relaciones Laborales y Recursos Humanos"
2016,"Valladolid","Facultad de Ciencias Sociales, Jurídicas y de la Comunicación",2501497,"Grado en Derecho (Facultad de Ciencias Sociales, Jurídicas y de la Comunicación)",5,"Grado en Derecho"
2016,"Valladolid","Facultad de Ciencias Sociales, Jurídicas y de la Comunicación",2501692,"Grado en Publicidad y Relaciones Públicas (Facultad de Ciencias Sociales, Jurídicas y de la Comunicación)",5,"Grado en Publicidad y Relaciones Públicas"
2016,"Valladolid","Facultad de Ciencias Sociales, Jurídicas y de la Comunicación",2501693,"Grado en Turismo (Facultad de Ciencias Sociales, Jurídicas y de la Comunicación)",5,"Grado en Turismo"
2016,"Valladolid","Facultad de Ciencias Sociales, Jurídicas y de la Comunicación",2502469,"Grado en Administración y Dirección de Empresas (Facultad de Ciencias Sociales, Jurídicas y de la Comunicación)",5,"Grado en Administración y Dirección de Empresas"
2016,"Valladolid","Facultad de Ciencias Sociales, Jurídicas y de la Comunicación",7000519,"Doble grado en Publicidad y Relaciones Públicas/Grado en Turismo (Facultad de Ciencias Sociales, Jurídicas y de la Comunicación)",6.293,"Doble grado en Publicidad y Relaciones Públicas/Grado en Turismo"
2016,"Valladolid","Facultad de Educación de Segovia",2500464,"Grado en Educación Infantil (Facultad de Educación de Segovia)",5,"Grado en Educación Infantil"
2016,"Valladolid","Facultad de Educación de Segovia",2500465,"Grado en Educación Primaria (Facultad de Educación de Segovia)",5,"Grado en Educación Primaria"
2016,"Valladolid","Facultad de Educación de Segovia",7000517,"Doble grado en Educación Primaria/Grado en Educación Infantil (Facultad de Educación de Segovia)",5,"Doble grado en Educación Primaria/Grado en Educación Infantil"
2016,"Valladolid","Facultad de Educación de Soria",2500464,"Grado en Educación Infantil (Facultad de Educación de Soria)",5,"Grado en Educación Infantil"
2016,"Valladolid","Facultad de Educación de Soria",2500465,"Grado en Educación Primaria (Facultad de Educación de Soria)",5,"Grado en Educación Primaria"
2016,"Valladolid","Facultad de Ciencias Empresariales y del Trabajo de Soria",2501420,"Grado en Relaciones Laborales y Recursos Humanos (Facultad de Ciencias Empresariales y del Trabajo de Soria)",5,"Grado en Relaciones Laborales y Recursos Humanos"
2016,"Valladolid","Facultad de Ciencias Empresariales y del Trabajo de Soria",2502469,"Grado en Administración y Dirección de Empresas (Facultad de Ciencias Empresariales y del Trabajo de Soria)",5,"Grado en Administración y Dirección de Empresas"
2016,"Valladolid","Facultad de Ciencias Empresariales y del Trabajo de Soria",7000080,"Doble grado en Administración y Dirección de Empresas y Relaciones Laborales y Recursos Humanos (Facultad de Ciencias Empresariales y del Trabajo de Soria)",5,"Doble grado en Administración y Dirección de Empresas y Relaciones Laborales y Recursos Humanos"
2016,"Valladolid","Facultad de Educación y Trabajo Social",2500463,"Grado en Educación Social (Facultad de Educación y Trabajo Social)",5.583,"Grado en Educación Social"
2016,"Valladolid","Facultad de Educación y Trabajo Social",2500464,"Grado en Educación Infantil (Facultad de Educación y Trabajo Social)",5.004,"Grado en Educación Infantil"
2016,"Valladolid","Facultad de Educación y Trabajo Social",2500465,"Grado en Educación Primaria (Facultad de Educación y Trabajo Social)",5,"Grado en Educación Primaria"
2016,"Valladolid","Facultad de Educación y Trabajo Social",2500886,"Grado en Trabajo Social (Facultad de Educación y Trabajo Social)",5,"Grado en Trabajo Social"
2016,"Valladolid","Facultad de Derecho",2501497,"Grado en Derecho (Facultad de Derecho)",6.305,"Grado en Derecho"
2016,"Valladolid","Facultad de Derecho",7000081,"Doble grado en Derecho y Administración y Dirección de Empresas (Facultad de Derecho)",10.674,"Doble grado en Derecho y Administración y Dirección de Empresas"
2016,"Valladolid","Facultad de Filosofía y Letras",2501534,"Grado en Periodismo (Facultad de Filosofía y Letras)",5,"Grado en Periodismo"
2016,"Valladolid","Facultad de Ciencias Económicas y Empresariales",2501691,"Grado en Economía (Facultad de Ciencias Económicas y Empresariales)",5,"Grado en Economía"
2016,"Valladolid","Facultad de Ciencias Económicas y Empresariales",2502469,"Grado en Administración y Dirección de Empresas (Facultad de Ciencias Económicas y Empresariales)",5,"Grado en Administración y Dirección de Empresas"
2016,"Valladolid","Facultad de Ciencias Económicas y Empresariales",2502470,"Grado en Finanzas, Banca y Seguros (Facultad de Ciencias Económicas y Empresariales)",5,"Grado en Finanzas, Banca y Seguros"
2016,"Valladolid","Facultad de Ciencias Económicas y Empresariales",2502473,"Grado en Marketing e Investigación de Mercados (Facultad de Ciencias Económicas y Empresariales)",5,"Grado en Marketing e Investigación de Mercados"
2016,"Valladolid","Facultad de Comercio",2501310,"Grado en Comercio (Facultad de Comercio)",5,"Grado en Comercio"
2016,"Valladolid","Escuela Técnica Superior de Ingenierías Agrarias",2502313,"Grado en Ingeniería Agrícola y del Medio Rural (Escuela Técnica Superior de Ingenierías Agrarias)",5,"Grado en Ingeniería Agrícola y del Medio Rural"
2016,"Valladolid","Escuela Técnica Superior de Ingenierías Agrarias",2502314,"Grado en Ingeniería de las Industrias Agrarias y Alimentarias (Escuela Técnica Superior de Ingenierías Agrarias)",5,"Grado en Ingeniería de las Industrias Agrarias y Alimentarias"
2016,"Valladolid","Escuela Técnica Superior de Ingenierías Agrarias",2502319,"Grado en Ingeniería Forestal y del Medio Natural (Escuela Técnica Superior de Ingenierías Agrarias)",5,"Grado en Ingeniería Forestal y del Medio Natural"
2016,"Valladolid","Escuela de Ingeniería Informática de Segovia",2500978,"Grado en Ingeniería Informática de Servicios y Aplicaciones (Escuela de Ingeniería Informática de Segovia)",5,"Grado en Ingeniería Informática de Servicios y Aplicaciones"
2016,"Valladolid","Escuela Universitaria de Ingenierías Agrarias",2502320,"Grado en Ingeniería Forestal: Industrias Forestales (Escuela Universitaria de Ingenierías Agrarias)",5,"Grado en Ingeniería Forestal: Industrias Forestales"
2016,"Valladolid","Escuela Universitaria de Ingenierías Agrarias",2502913,"Grado en Ingeniería Agraria y Energética (Escuela Universitaria de Ingenierías Agrarias)",5,"Grado en Ingeniería Agraria y Energética"
2016,"Valladolid","Escuela Técnica Superior de Arquitectura",2503086,"Grado en Fundamentos de la Arquitectura (Escuela Técnica Superior de Arquitectura)",5,"Grado en Fundamentos de la Arquitectura"
2016,"Valladolid","Escuela Universitaria de Ingeniería Técnica Agrícola INEA",2502313,"Grado en Ingeniería Agrícola y del Medio Rural (Escuela Universitaria de Ingeniería Técnica Agrícola INEA)",5,"Grado en Ingeniería Agrícola y del Medio Rural"
2016,"Valladolid","Escuela Técnica Superior de Ingenieros de Telecomunicación",2502471,"Grado en Ingeniería de Tecnologías de Telecomunicación (Escuela Técnica Superior de Ingenieros de Telecomunicación)",5,"Grado en Ingeniería de Tecnologías de Telecomunicación"
2016,"Valladolid","Escuela Técnica Superior de Ingenieros de Telecomunicación",2502917,"Grado en Ingeniería de Tecnologías Específicas de Telecomunicación (Escuela Técnica Superior de Ingenieros de Telecomunicación)",5,"Grado en Ingeniería de Tecnologías Específicas de Telecomunicación"
2016,"Valladolid","Escuela Técnica Superior de Ingenieros de Telecomunicación",7000666,"Doble grado en Ingeniería de Tecnologías de Telecomunicación y Administración y Dirección de Empresas (Escuela Técnica Superior de Ingenieros de Telecomunicación)",9.154,"Doble grado en Ingeniería de Tecnologías de Telecomunicación y Administración y Dirección de Empresas"
2016,"Valladolid","Escuela de Ingenierías Industriales",2502315,"Grado en Ingeniería Eléctrica (Escuela de Ingenierías Industriales)",5,"Grado en Ingeniería Eléctrica"
2016,"Valladolid","Escuela de Ingenierías Industriales",2502316,"Grado en Ingeniería en Diseño Industrial y Desarrollo de Producto (Escuela de Ingenierías Industriales)",8.095,"Grado en Ingeniería en Diseño Industrial y Desarrollo de Producto"
2016,"Valladolid","Escuela de Ingenierías Industriales",2502317,"Grado en Ingeniería en Electrónica Industrial y Automática (Escuela de Ingenierías Industriales)",5,"Grado en Ingeniería en Electrónica Industrial y Automática"
2016,"Valladolid","Escuela de Ingenierías Industriales",2502318,"Grado en Ingeniería en Organización Industrial (Escuela de Ingenierías Industriales)",6.554,"Grado en Ingeniería en Organización Industrial"
2016,"Valladolid","Escuela de Ingenierías Industriales",2502322,"Grado en Ingeniería Mecánica (Escuela de Ingenierías Industriales)",5,"Grado en Ingeniería Mecánica"
2016,"Valladolid","Escuela de Ingenierías Industriales",2502323,"Grado en Ingeniería Química (Escuela de Ingenierías Industriales)",5,"Grado en Ingeniería Química"
2016,"Valladolid","Escuela de Ingenierías Industriales",2502651,"Grado en Ingeniería en Tecnologías Industriales (Escuela de Ingenierías Industriales)",5,"Grado en Ingeniería en Tecnologías Industriales"
2016,"Valladolid","Escuela de Ingeniería Informática de Valladolid",2503074,"Grado en Ingeniería Informática (Escuela de Ingeniería Informática de Valladolid)",5,"Grado en Ingeniería Informática"
2016,"Valladolid","Escuela de Ingeniería Informática de Valladolid",7000518,"Doble grado en Ingeniería Informática/Grado en Estadística (Escuela de Ingeniería Informática de Valladolid)",7.538,"Doble grado en Ingeniería Informática/Grado en Estadística"
2016,"Valladolid","Facultad de Traducción e Interpretación",2501419,"Grado en Traducción e Interpretación (Facultad de Traducción e Interpretación)",5,"Grado en Traducción e Interpretación"
2016,"Valladolid","Facultad de Filosofía y Letras",2500769,"Grado en Geografía y Ordenación del Territorio (Facultad de Filosofía y Letras)",5,"Grado en Geografía y Ordenación del Territorio"
2016,"Valladolid","Facultad de Filosofía y Letras",2500770,"Grado en Historia y Ciencias de la Música (Facultad de Filosofía y Letras)",5,"Grado en Historia y Ciencias de la Música"
2016,"Valladolid","Facultad de Filosofía y Letras",2501415,"Grado en Español: Lengua y Literatura (Facultad de Filosofía y Letras)",5,"Grado en Español: Lengua y Literatura"
2016,"Valladolid","Facultad de Filosofía y Letras",2501416,"Grado en Estudios Ingleses (Facultad de Filosofía y Letras)",5,"Grado en Estudios Ingleses"
2016,"Valladolid","Facultad de Filosofía y Letras",2501417,"Grado en Historia (Facultad de Filosofía y Letras)",5,"Grado en Historia"
2016,"Valladolid","Facultad de Filosofía y Letras",2501418,"Grado en Historia del Arte (Facultad de Filosofía y Letras)",5,"Grado en Historia del Arte"
2016,"Valladolid","Facultad de Filosofía y Letras",2501533,"Grado en Estudios Clásicos (Facultad de Filosofía y Letras)",5,"Grado en Estudios Clásicos"
2016,"Valladolid","Facultad de Filosofía y Letras",2501686,"Grado en Filosofía (Facultad de Filosofía y Letras)",5,"Grado en Filosofía"
2016,"Valladolid","Facultad de Filosofía y Letras",2501687,"Grado en Lenguas Modernas y su Literatura (Facultad de Filosofía y Letras)",5,"Grado en Lenguas Modernas y su Literatura"
2016,"Valladolid","Escuela Universitaria de Enfermería Dr. Dacio Crespo",2502310,"Grado en Enfermería (Escuela Universitaria de Enfermería Dr. Dacio Crespo)",8.744,"Grado en Enfermería"
2016,"Valladolid","Facultad de Enfermería de Soria",2502310,"Grado en Enfermería (Facultad de Enfermería de Soria)",9.05,"Grado en Enfermería"
2016,"Valladolid","Facultad de Fisioterapia de Soria",2501363,"Grado en Fisioterapia (Facultad de Fisioterapia de Soria)",9.643,"Grado en Fisioterapia"
2016,"Valladolid","Facultad de Medicina",2501690,"Grado en Medicina (Facultad de Medicina)",12.33,"Grado en Medicina"
2016,"Valladolid","Facultad de Medicina",2502311,"Grado en Nutrición Humana y Dietética (Facultad de Medicina)",8.669,"Grado en Nutrición Humana y Dietética"
2016,"Valladolid","Facultad de Medicina",2502472,"Grado en Logopedia (Facultad de Medicina)",6.871,"Grado en Logopedia"
2016,"Valladolid","Facultad de Enfermería",2502310,"Grado en Enfermería (Facultad de Enfermería)",9.831,"Grado en Enfermería"
2016,"Valladolid","Escuela Técnica Superior de Ingenierías Agrarias",2502309,"Grado en Enología (Escuela Técnica Superior de Ingenierías Agrarias)",5,"Grado en Enología"
2016,"Valladolid","Escuela de Ingeniería Informática de Segovia",7000520,"Doble grado en Matemáticas/Grado en Ingeniería Informática de Servicios y Aplicaciones (Escuela de Ingeniería Informática de Segovia)",7.318,"Doble grado en Matemáticas/Grado en Ingeniería Informática de Servicios y Aplicaciones"
2016,"Valladolid","Facultad de Ciencias",2500998,"Grado en Matemáticas (Facultad de Ciencias)",7.91,"Grado en Matemáticas"
2016,"Valladolid","Facultad de Ciencias",2501083,"Grado en Estadística (Facultad de Ciencias)",5,"Grado en Estadística"
2016,"Valladolid","Facultad de Ciencias",2501496,"Grado en Química (Facultad de Ciencias)",5,"Grado en Química"
2016,"Valladolid","Facultad de Ciencias",2501688,"Grado en Física (Facultad de Ciencias)",5,"Grado en Física"
2016,"Valladolid","Facultad de Ciencias",2501689,"Grado en Óptica y Optometría (Facultad de Ciencias)",6.9,"Grado en Óptica y Optometría"
2016,"Valladolid","Facultad de Ciencias",7000520,"Doble grado en Matemáticas/Grado en Ingeniería Informática de Servicios y Aplicaciones (Facultad de Ciencias)",9.535,"Doble grado en Matemáticas/Grado en Ingeniería Informática de Servicios y Aplicaciones"
2016,"Valladolid","Facultad de Ciencias",7000665,"Doble grado en Matemáticas y Física (Facultad de Ciencias)",10.477,"Doble grado en Matemáticas y Física"
2016,"Autónoma de Barcelona","Facultad de Ciencias de la Comunicación",2501928,"Grado en Comunicación Audiovisual (Facultad de Ciencias de la Comunicación)",9.908,"Grado en Comunicación Audiovisual"
2016,"Autónoma de Barcelona","Facultad de Ciencias de la Comunicación",2501933,"Grado en Periodismo (Facultad de Ciencias de la Comunicación)",9.622,"Grado en Periodismo"
2016,"Autónoma de Barcelona","Facultad de Ciencias de la Comunicación",2501935,"Grado en Publicidad y Relaciones Públicas (Facultad de Ciencias de la Comunicación)",10.716,"Grado en Publicidad y Relaciones Públicas"
2016,"Autónoma de Barcelona","Facultad de Derecho",2500257,"Grado en Criminología (Facultad de Derecho)",8.384,"Grado en Criminología"
2016,"Autónoma de Barcelona","Facultad de Derecho",2500258,"Grado en Relaciones Laborales (Facultad de Derecho)",5.004,"Grado en Relaciones Laborales"
2016,"Autónoma de Barcelona","Facultad de Derecho",2500786,"Grado en Derecho (Facultad de Derecho)",7.928,"Grado en Derecho"
2016,"Autónoma de Barcelona","Facultad de Derecho",7000500,"Doble grado en Criminología y Derecho (Facultad de Derecho)",9.171,"Doble grado en Criminología y Derecho"
2016,"Autónoma de Barcelona","Facultad de Derecho",7000501,"Doble grado en Derecho y Relaciones Laborales (Facultad de Derecho)",7.894,"Doble grado en Derecho y Relaciones Laborales"
2016,"Autónoma de Barcelona","Facultad de Filosofía y Letras",2500256,"Grado en Antropología Social y Cultural (Facultad de Filosofía y Letras)",5,"Grado en Antropología Social y Cultural"
2016,"Autónoma de Barcelona","Facultad de Filosofía y Letras",2501002,"Grado en Geografía y Ordenación del Territorio (Facultad de Filosofía y Letras)",5,"Grado en Geografía y Ordenación del Territorio"
2016,"Autónoma de Barcelona","Facultad de Ciencias Políticas y Sociología",2500259,"Grado en Ciencia Política y Gestión Pública (Facultad de Ciencias Políticas y Sociología)",6.402,"Grado en Ciencia Política y Gestión Pública"
2016,"Autónoma de Barcelona","Facultad de Ciencias Políticas y Sociología",2500262,"Grado en Sociología (Facultad de Ciencias Políticas y Sociología)",5.018,"Grado en Sociología"
2016,"Autónoma de Barcelona","Facultad de Ciencias Políticas y Sociología",7000418,"Doble grado en Ciencias Políticas y Gestión Pública y Derecho (Facultad de Ciencias Políticas y Sociología)",8.164,"Doble grado en Ciencias Políticas y Gestión Pública y Derecho"
2016,"Autónoma de Barcelona","Facultad de Ciencias Políticas y Sociología",7000498,"Doble grado en Estadística Aplicada  y Sociología (Facultad de Ciencias Políticas y Sociología)",5,"Doble grado en Estadística Aplicada  y Sociología"
2016,"Autónoma de Barcelona","Facultad de Ciencias de la Educación",2500260,"Grado en Educación Social (Facultad de Ciencias de la Educación)",9.124,"Grado en Educación Social"
2016,"Autónoma de Barcelona","Facultad de Ciencias de la Educación",2500261,"Grado en Pedagogía (Facultad de Ciencias de la Educación)",7.714,"Grado en Pedagogía"
2016,"Autónoma de Barcelona","Facultad de Ciencias de la Educación",2500797,"Grado en Educación Infantil (Facultad de Ciencias de la Educación)",8.508,"Grado en Educación Infantil"
2016,"Autónoma de Barcelona","Facultad de Ciencias de la Educación",2500798,"Grado en Educación Primaria (Facultad de Ciencias de la Educación)",8.818,"Grado en Educación Primaria"
2016,"Autónoma de Barcelona","Facultad de Ciencias de la Educación",7000499,"Doble grado en Educación infantil y Educación primaria (Facultad de Ciencias de la Educación)",10.044,"Doble grado en Educación infantil y Educación primaria"
2016,"Autónoma de Barcelona","Escuela Universitaria de Turismo y Dirección Hotelera",2500894,"Grado en Turismo (Escuela Universitaria de Turismo y Dirección Hotelera)",5,"Grado en Turismo"
2016,"Autónoma de Barcelona","Escuela Universitaria de Turismo y Dirección Hotelera",2502904,"Grado en Dirección Hotelera (Escuela Universitaria de Turismo y Dirección Hotelera)",5,"Grado en Dirección Hotelera"
2016,"Autónoma de Barcelona","Facultad de Economía y Empresa",2501231,"Grado en Contabilidad y Finanzas (Facultad de Economía y Empresa)",5.796,"Grado en Contabilidad y Finanzas"
2016,"Autónoma de Barcelona","Facultad de Economía y Empresa",2501232,"Grado en Empresa y Tecnología (Facultad de Economía y Empresa)",7.02,"Grado en Empresa y Tecnología"
2016,"Autónoma de Barcelona","Facultad de Economía y Empresa",2501572,"Grado en Administración y Dirección de Empresas (Facultad de Economía y Empresa)",8.665,"Grado en Administración y Dirección de Empresas"
2016,"Autónoma de Barcelona","Facultad de Economía y Empresa",2501573,"Grado en Economía (Facultad de Economía y Empresa)",6.85,"Grado en Economía"
2016,"Autónoma de Barcelona","Facultad de Economía y Empresa",7000255,"Doble grado en Administración y Dirección de Empresas y  Derecho (Facultad de Economía y Empresa)",8.904,"Doble grado en Administración y Dirección de Empresas y  Derecho"
2016,"Autónoma de Barcelona","Escuela de Ingeniería",2501233,"Grado en Gestión Aeronáutica (Escuela de Ingeniería)",5.234,"Grado en Gestión Aeronáutica"
2016,"Autónoma de Barcelona","Escuela de Prevención y Seguridad Integral (EPSI)",2502501,"Grado en Prevención y Seguridad Integral (Escuela de Prevención y Seguridad Integral (EPSI))",5,"Grado en Prevención y Seguridad Integral"
2016,"Autónoma de Barcelona","Escuela Universitaria de Informática Tomàs Cerdà",2500503,"Grado en Informática y Servicios (Escuela Universitaria de Informática Tomàs Cerdà)",5,"Grado en Informática y Servicios"
2016,"Autónoma de Barcelona","Escuela Universitaria Salesiana de Sarrià",2500263,"Grado en Ingeniería en Organización Industrial (Escuela Universitaria Salesiana de Sarrià)",5,"Grado en Ingeniería en Organización Industrial"
2016,"Autónoma de Barcelona","Escuela Universitaria Salesiana de Sarrià",2500896,"Grado en Ingeniería Mecánica (Escuela Universitaria Salesiana de Sarrià)",5,"Grado en Ingeniería Mecánica"
2016,"Autónoma de Barcelona","Escuela Universitaria Salesiana de Sarrià",2501132,"Grado en Ingeniería Eléctrica (Escuela Universitaria Salesiana de Sarrià)",5,"Grado en Ingeniería Eléctrica"
2016,"Autónoma de Barcelona","Escuela Universitaria Salesiana de Sarrià",2501133,"Grado en Ingeniería Electrónica Industrial y Automática (Escuela Universitaria Salesiana de Sarrià)",5,"Grado en Ingeniería Electrónica Industrial y Automática"
2016,"Autónoma de Barcelona","Escuela Universitaria Salesiana de Sarrià",7000497,"Doble grado en Ingeniería electrónica industrial y automática e Ingeniería mecánica (Escuela Universitaria Salesiana de Sarrià)",5,"Doble grado en Ingeniería electrónica industrial y automática e Ingeniería mecánica"
2016,"Autónoma de Barcelona","Escuela de Ingeniería",2500895,"Grado en Ingeniería Electrónica de Telecomunicación (Escuela de Ingeniería)",5,"Grado en Ingeniería Electrónica de Telecomunicación"
2016,"Autónoma de Barcelona","Escuela de Ingeniería",2500897,"Grado en Ingeniería Química (Escuela de Ingeniería)",6.226,"Grado en Ingeniería Química"
2016,"Autónoma de Barcelona","Escuela de Ingeniería",2500898,"Grado en Ingeniería de Sistemas de Telecomunicación (Escuela de Ingeniería)",5,"Grado en Ingeniería de Sistemas de Telecomunicación"
2016,"Autónoma de Barcelona","Escuela de Ingeniería",2502441,"Grado en Ingeniería Informática (Escuela de Ingeniería)",5.75,"Grado en Ingeniería Informática"
2016,"Autónoma de Barcelona","Escuela de Ingeniería",7000413,"Doble grado en Ingeniería de Sistemas de Telecomunicación e Ingeniería Informática (Escuela de Ingeniería)",5.278,"Doble grado en Ingeniería de Sistemas de Telecomunicación e Ingeniería Informática"
2016,"Autónoma de Barcelona","Escuela de Ingeniería",7000414,"Doble grado en Ingeniería Electrónica de Telecomunicación e Ingeniería Informática (Escuela de Ingeniería)",5.326,"Doble grado en Ingeniería Electrónica de Telecomunicación e Ingeniería Informática"
